MIDLANDS PROVINCE 2018 HARMONISED ELECTIONS PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATION NAME,Polling Station Code,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Mberengwa,Mberengwa South,Mberengwa RDC,27,Chapungu Secondary School,0300MBG2701,0,61,0,0,0,0,1,1,0,0,0,0,0,0,78,3,0,0,0,0,0,0,0,3,0,147,144
Mberengwa,Mberengwa South,Mberengwa RDC,27,Gwai Primary School,0300MBG2702,1,77,1,0,0,1,1,5,0,0,0,1,0,0,440,3,0,0,3,2,2,0,1,19,0,557,538
Mberengwa,Mberengwa South,Mberengwa RDC,27,Makwava Primary School,0300MBG2703,4,112,0,0,0,4,3,3,0,0,0,0,0,1,493,1,0,1,1,0,0,0,3,9,0,635,626
Mberengwa,Mberengwa South,Mberengwa RDC,27,Zebra Business Centre Tent,0300MBG2704,1,23,0,0,0,1,1,0,0,1,0,0,0,0,280,0,0,0,0,1,0,0,0,4,0,312,308
,,,,4 Polling Stations,Ward Total,6,273,1,0,0,6,6,9,0,1,0,1,0,1,1291,7,0,1,4,3,2,0,4,35,0,1651,1616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mberengwa,Mberengwa South,Mberengwa RDC,28,Gwarava Primary School,0300MBG2801,3,35,1,1,0,1,0,0,0,0,0,1,0,1,297,0,0,0,0,1,0,0,0,2,0,343,341
Mberengwa,Mberengwa South,Mberengwa RDC,28,Machingwe Primary School,0300MBG2802,1,39,0,0,0,3,0,0,0,1,1,0,0,0,507,0,0,0,1,1,0,0,2,13,0,569,556
Mberengwa,Mberengwa South,Mberengwa RDC,28,Makuta Business Centre Tent,0300MBG2803,1,7,0,0,0,1,0,0,0,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,90,90
Mberengwa,Mberengwa South,Mberengwa RDC,28,Makuva Secondary School,0300MBG2804,1,75,0,0,0,2,0,3,0,1,0,0,0,0,183,0,0,0,0,0,0,1,0,8,0,274,266
Mberengwa,Mberengwa South,Mberengwa RDC,28,Masaga Business Centre Tent,0300MBG2805,0,7,0,0,0,0,0,0,0,0,0,0,0,0,232,2,0,0,0,0,0,0,0,4,0,245,241
,,,,5 Polling Stations,Ward Total,6,163,1,1,0,7,0,3,0,2,1,1,0,2,1299,2,0,0,1,2,0,1,2,27,0,1521,1494
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mberengwa South Constituency Total,,,,,,75,2830,43,7,11,56,31,88,2,7,3,9,2,20,12814,51,13,11,49,21,13,13,25,306,0,16500,16194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mberengwa,Mberengwa West,Mberengwa RDC,13,Bobokile Business Centre Tent,0300MBG1301,1,78,1,0,0,1,0,1,0,0,0,0,0,0,228,3,0,1,0,0,0,1,0,1,0,316,315
Mberengwa,Mberengwa West,Mberengwa RDC,13,Chizungu Secondary School,0300MBG1302,1,165,1,0,0,1,0,0,0,1,0,0,0,2,120,0,0,0,0,0,0,0,0,3,0,294,291
Mberengwa,Mberengwa West,Mberengwa RDC,13,Mangena Business Centre Tent,0300MBG1303,0,122,2,0,0,1,0,5,0,0,0,0,1,0,121,2,0,0,0,0,0,0,0,8,0,262,254
Mberengwa,Mberengwa West,Mberengwa RDC,13,Marirazhombe Primary School,0300MBG1304,4,217,3,0,2,1,0,8,0,1,0,0,0,3,378,3,0,1,0,1,0,2,2,10,,636,626
,,,,4 Polling Stations,Ward Total,6,582,7,0,2,4,0,14,0,2,0,0,1,5,847,8,0,2,0,1,0,3,2,22,0,1508,1486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Mberengwa,Mberengwa West,Mberengwa RDC,14,Chavengwa Primary School,0300MBG1401,5,46,0,0,0,1,1,4,0,0,0,0,0,1,333,1,1,0,1,0,0,0,2,8,0,404,396
Mberengwa,Mberengwa West,Mberengwa RDC,14,Chebvute Primary School,0300MBG1402,3,32,0,0,0,2,0,2,0,0,0,0,0,1,306,0,0,1,0,0,0,0,0,5,0,352,347
Mberengwa,Mberengwa West,Mberengwa RDC,14,Jeka Clinic,0300MBG1403,3,43,1,0,0,0,2,3,0,0,0,0,0,0,142,1,0,0,2,0,0,0,0,4,0,201,197
Mberengwa,Mberengwa West,Mberengwa RDC,14,Zverenje Primary School,0300MBG1404,4,44,1,0,0,1,0,0,0,0,1,1,0,1,319,1,0,0,0,0,0,0,0,10,0,383,373
,,,,4 Polling Stations,Ward Total,15,165,2,0,0,4,3,9,0,0,1,1,0,3,1100,3,1,1,3,0,0,0,2,27,0,1340,1313
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mberengwa,Mberengwa West,Mberengwa RDC,29,Bvumbura Primary School,0300MBG2901,2,42,0,0,0,2,0,0,0,1,0,1,0,1,287,0,0,1,0,0,1,0,2,7,0,347,340
Mberengwa,Mberengwa West,Mberengwa RDC,29,Chimbapire Primary School,0300MBG2902,2,11,1,0,0,2,0,0,0,1,0,0,0,0,447,0,0,0,1,0,0,3,1,12,0,481,469
Mberengwa,Mberengwa West,Mberengwa RDC,29,Chirambahuyo Business Centre Tent,0300MBG2903,2,36,1,1,0,1,0,1,0,0,0,1,0,0,226,1,0,0,0,2,0,0,0,12,0,284,272
Mberengwa,Mberengwa West,Mberengwa RDC,29,Chovuragu Secondary School,0300MBG2904 A,5,51,1,0,0,1,0,1,0,0,0,0,0,0,335,1,1,0,3,2,0,0,0,11,0,412,401
Mberengwa,Mberengwa West,Mberengwa RDC,29,Chovuragu Secondary School,0300MBG2904 B,2,52,2,0,0,5,0,2,1,0,0,0,0,2,329,3,0,0,0,1,0,0,0,15,0,414,399
Mberengwa,Mberengwa West,Mberengwa RDC,29,Sandawana Primary School,0300MBG2905 A,2,42,2,0,0,4,0,0,0,0,0,0,0,0,388,1,0,0,1,1,0,0,0,8,0,449,441
Mberengwa,Mberengwa West,Mberengwa RDC,29,Sandawana Primary School,0300MBG2905 B,1,36,1,0,0,1,0,0,0,1,1,0,0,0,410,0,0,0,1,2,0,0,0,9,0,463,454
,,,,7 Polling Stations,Ward Total,16,270,8,1,0,16,0,4,1,3,1,2,0,3,2422,6,1,1,6,8,1,3,3,74,0,2850,2776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mberengwa,Mberengwa West,Mberengwa RDC,30,Humbani Bussiness Centre,0300MBG3001,2,86,1,0,1,2,0,3,0,1,0,0,0,1,273,2,0,0,0,0,0,0,0,6,0,378,372
Mberengwa,Mberengwa West,Mberengwa RDC,30,Mavorovondo Primary School,0300MBG3002,2,74,1,1,1,3,1,3,0,0,0,0,0,0,300,0,0,0,0,0,0,1,0,10,0,397,387
Mberengwa,Mberengwa West,Mberengwa RDC,30,Mpesi Business Centre Tent,0300MBG3003,1,45,1,0,0,1,0,0,0,0,0,0,0,1,193,0,0,0,0,0,0,0,1,5,0,248,243
Mberengwa,Mberengwa West,Mberengwa RDC,30,Mutsime Primary School,0300MBG3004,0,59,0,0,0,0,0,4,0,0,0,0,0,0,129,0,0,0,0,1,0,0,0,1,0,194,193
Mberengwa,Mberengwa West,Mberengwa RDC,30,Nyororo Primary School,0300MBG3005,3,35,0,0,0,3,1,0,0,0,0,0,1,1,271,3,0,0,0,0,1,0,0,6,0,325,319
Mberengwa,Mberengwa West,Mberengwa RDC,30,Zvavagavi Business Centre Tent,0300MBG3006,0,22,0,0,0,0,0,0,0,0,0,0,0,0,200,1,0,0,0,0,0,1,0,4,0,228,224
,,,,6 Polling Stations,Ward Total,8,321,3,1,2,9,2,10,0,1,0,0,1,3,1366,6,0,0,0,1,1,2,1,32,0,1770,1738
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mberengwa,Mberengwa West,Mberengwa RDC,31,Banana Business Centre,0300MBG3101,3,56,1,0,0,2,0,1,0,0,0,0,0,0,419,2,0,0,0,2,1,1,3,9,0,500,491
Mberengwa,Mberengwa West,Mberengwa RDC,31,Danangombe Primary School,0300MBG3102,2,64,0,0,0,1,0,2,0,0,0,0,0,1,107,1,2,0,1,0,0,0,0,8,0,189,181
Mberengwa,Mberengwa West,Mberengwa RDC,31,Jordan Primary School,0300MBG3103,0,30,0,0,0,0,0,0,0,0,0,1,0,1,177,0,0,0,0,1,0,1,0,4,0,215,211
Mberengwa,Mberengwa West,Mberengwa RDC,31,Masase Secondary School,0300MBG3104,3,126,0,0,0,2,0,2,0,1,0,0,0,0,291,1,0,2,0,0,1,1,0,14,0,444,430
Mberengwa,Mberengwa West,Mberengwa RDC,31,Vubwe Secondary School,0300MBG3105,4,217,4,0,0,3,2,8,0,0,1,0,2,2,516,3,0,3,3,0,1,0,0,9,0,778,769
,,,,5 Polling Stations,Ward Total,12,493,5,0,0,8,2,13,0,1,1,1,2,4,1510,7,2,5,4,3,3,3,3,44,0,2126,2082
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mberengwa,Mberengwa West,Mberengwa RDC,32,Backman Business Centre Tent,0300MBG3201,4,76,1,0,0,0,1,1,0,0,1,0,0,1,102,0,0,0,1,0,0,1,0,10,0,199,189
Mberengwa,Mberengwa West,Mberengwa RDC,32,Mangava Business Centre Tent,0300MBG3202,0,92,1,0,0,0,0,0,0,0,1,0,0,0,52,1,0,0,0,1,0,0,0,5,0,153,148
Mberengwa,Mberengwa West,Mberengwa RDC,32,Mashura Primary School,0300MBG3203,4,83,1,0,0,1,1,9,0,0,0,0,0,1,163,1,0,1,1,0,0,0,1,2,0,269,267
Mberengwa,Mberengwa West,Mberengwa RDC,32,Matabo Secondary School,0300MBG3204,0,233,4,0,2,2,0,12,0,0,0,0,0,0,157,2,1,0,2,2,1,0,0,13,0,431,418
Mberengwa,Mberengwa West,Mberengwa RDC,32,Matetsi Primary School,0300MBG3205,1,32,0,0,0,0,0,0,0,1,0,0,0,1,149,1,0,0,1,1,0,0,0,1,0,188,187
Mberengwa,Mberengwa West,Mberengwa RDC,32,Vugwe Primary School,0300MBG3206,1,122,1,0,0,0,0,4,1,0,0,0,0,0,149,3,0,0,0,0,1,0,0,4,0,286,282
Mberengwa,Mberengwa West,Mberengwa RDC,32,Zenda Primary School,0300MBG3207,2,89,1,0,0,1,0,1,0,0,0,1,0,1,75,1,1,0,0,0,0,1,0,1,0,175,174
,,,,7 Polling Stations,Ward Total,12,727,9,0,2,4,2,27,1,1,2,1,0,4,847,9,2,1,5,4,2,2,1,36,0,1701,1665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mberengwa,Mberengwa West,Mberengwa RDC,33,Chingechuru Primary School,0300MBG3301,4,67,1,0,0,2,0,2,0,0,0,0,0,0,198,0,0,1,2,1,0,0,0,8,0,286,278
Mberengwa,Mberengwa West,Mberengwa RDC,33,Gobera Business Centre Tent,0300MBG3302,0,40,1,0,0,0,0,1,0,0,0,0,0,0,106,0,0,0,2,0,1,0,0,2,0,153,151
Mberengwa,Mberengwa West,Mberengwa RDC,33,Jeka Business Centre Tent,0300MBG3303,1,78,1,0,0,1,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,6,0,260,254
Mberengwa,Mberengwa West,Mberengwa RDC,33,Maringambizi Secondary School,0300MBG3304,6,66,0,0,0,1,0,1,0,0,0,0,0,0,218,1,1,0,1,1,0,1,0,6,0,303,297
Mberengwa,Mberengwa West,Mberengwa RDC,33,Ruvabvu Primary School,0300MBG3305,0,33,0,0,0,0,0,2,0,0,0,0,0,0,64,0,0,0,4,0,0,0,1,2,0,106,104
,,,,5 Polling Stations,Ward Total,11,284,3,0,0,4,0,6,0,0,0,0,0,0,759,1,1,1,9,2,1,1,1,24,0,1108,1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mberengwa,Mberengwa West,Mberengwa RDC,34,Makafula Business Centre Tent,0300MBG3401,2,97,0,0,0,2,1,5,0,0,0,0,0,0,217,0,0,0,0,1,0,0,1,4,0,330,326
Mberengwa,Mberengwa West,Mberengwa RDC,34,Mvanamurefu Business Centre Tent,0300MBG3402,3,93,0,1,1,0,2,3,0,0,0,0,0,0,116,1,1,0,0,1,0,0,1,6,0,229,223
Mberengwa,Mberengwa West,Mberengwa RDC,34,Shumagange Primary School,0300MBG3403,1,88,2,0,0,1,1,3,0,0,0,0,0,0,341,1,1,1,0,1,0,0,0,9,0,450,441
,,,,3 Polling Stations,Ward Total,6,278,2,1,1,3,4,11,0,0,0,0,0,0,674,2,2,1,0,3,0,0,2,19,0,1009,990
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mberengwa West Constituency Total,,,,,,86,3120,39,3,7,52,13,94,2,8,5,5,4,22,9525,42,9,12,27,22,8,14,15,278,0,13412,13134
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mberengwa District Total,,,,,,331,12995,171,23,48,182,88,341,18,26,14,21,11,77,50281,199,37,52,218,81,36,46,73,1171,0,66540,65369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,1,Railway Block Gym Hall Tent,6601STC0101,1,246,0,0,0,0,1,2,0,0,0,0,0,0,214,1,0,0,0,0,0,0,0,5,0,470,465
,,,,1 Polling Station,Ward Total,1,246,0,0,0,0,1,2,0,0,0,0,0,0,214,1,0,0,0,0,0,0,0,5,0,470,465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,2,Batanai Pre-School,6601STC0201,0,276,0,0,0,1,1,1,1,0,0,0,0,0,246,1,1,0,0,0,0,0,0,5,0,533,528
,,,,1 Polling Station,Ward Total,0,276,0,0,0,1,1,1,1,0,0,0,0,0,246,1,1,0,0,0,0,0,0,5,0,533,528
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,3,Railway Block Primary School,6601STC0301,1,375,3,0,0,1,0,0,0,0,0,0,0,0,307,1,0,0,0,0,0,1,0,1,0,690,689
,,,,1 Polling Station,Ward Total,1,375,3,0,0,1,0,0,0,0,0,0,0,0,307,1,0,0,0,0,0,1,0,1,0,690,689
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,4,Open Space Opposite Police Post Tent,6601STC0401,0,320,0,0,0,1,1,4,1,0,1,0,0,0,146,0,0,0,2,0,0,0,0,2,0,478,476
,,,,1 Polling Station,Ward Total,0,320,0,0,0,1,1,4,1,0,1,0,0,0,146,0,0,0,2,0,0,0,0,2,0,478,476
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,5,Selukwe A Primary School,6601STC0501,0,322,0,0,0,0,0,2,1,0,0,0,0,0,227,1,0,0,0,0,0,0,0,6,0,559,553
Shurugwi,Shurugwi North,Shurugwi Town Council,5,Selukwe B Primary School,6601STC0502,1,291,0,0,0,1,0,1,0,0,1,0,0,0,243,0,0,0,2,0,0,0,0,3,0,543,540
,,,,2 Polling Stations,Ward Total,1,613,0,0,0,1,0,3,1,0,1,0,0,0,470,1,0,0,2,0,0,0,0,9,0,1102,1093
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,6,Ironsides Primary School,6601STC0601,3,381,1,0,0,0,4,2,0,0,0,0,0,0,185,1,0,0,0,0,0,0,0,0,0,577,577
,,,,1 Polling Station,Ward Total,3,381,1,0,0,0,4,2,0,0,0,0,0,0,185,1,0,0,0,0,0,0,0,0,0,577,577
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,7,Ironsides Community Hall Tent,6601STC0702,1,410,0,0,0,0,0,1,0,0,1,0,0,0,214,0,0,0,1,0,0,0,0,1,0,629,628
,,,,1 Polling Station,Ward Total,1,410,0,0,0,0,0,1,0,0,1,0,0,0,214,0,0,0,1,0,0,0,0,1,0,629,628
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,8,Makusha Clinic,6601STC0801 A,0,206,1,0,0,1,0,1,0,0,0,0,0,0,249,0,0,0,1,0,0,0,0,0,0,459,459
Shurugwi,Shurugwi North,Shurugwi Town Council,8,Makusha Clinic,6601STC0801 B,0,190,0,1,0,0,0,1,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,7,0,468,461
,,,,2 Polling Stations,Ward Total,0,396,1,1,0,1,0,2,0,0,0,0,0,0,518,0,0,0,1,0,0,0,0,7,0,927,920
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,9,Open Space Near Makusha Heerhall Tent,6601STC0901,1,216,1,0,0,0,0,2,0,0,1,0,1,0,292,0,0,0,1,0,0,0,0,3,0,518,515
,,,,1 Polling Station,Ward Total,1,216,1,0,0,0,0,2,0,0,1,0,1,0,292,0,0,0,1,0,0,0,0,3,0,518,515
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,10,Makusha Flats Tent,6601STC1001,0,130,0,0,0,0,0,2,0,0,0,0,0,0,220,1,0,1,1,0,0,0,0,4,0,359,355
Shurugwi,Shurugwi North,Shurugwi Town Council,10,Methodist Church Tent,6601STC1002,0,95,0,0,0,0,1,0,0,0,0,0,0,0,243,1,0,1,0,0,0,0,0,4,0,345,341
,,,,2 Polling Stations,Ward Total,0,225,0,0,0,0,1,2,0,0,0,0,0,0,463,2,0,2,1,0,0,0,0,8,0,704,696
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,11,Sebanga Open Space Tent,6601STC1101 A,0,235,0,0,0,0,0,2,0,0,0,0,0,0,230,1,0,0,2,0,0,0,0,3,0,473,470
Shurugwi,Shurugwi North,Shurugwi Town Council,11,Sebanga Open Space Tent,6601STC1101 B,0,248,1,0,0,0,3,0,0,0,2,0,0,0,223,0,1,0,0,0,0,0,0,15,0,493,478
Shurugwi,Shurugwi North,Shurugwi Town Council,11,Sungano Motel,6601STC1102,0,121,0,0,0,0,2,2,1,0,0,0,0,0,132,3,0,0,0,0,0,0,0,4,0,265,261
,,,,3 Polling Stations,Ward Total,0,604,1,0,0,0,5,4,1,0,2,0,0,0,585,4,1,0,2,0,0,0,0,22,0,1231,1209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,12,Sebanga Poly Clinic Tent,6601STC1201,0,211,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,1,0,1,0,1,10,0,469,459
Shurugwi,Shurugwi North,Shurugwi Town Council,12,Shurugwi No 2 Secondary School,6601STC1202,1,388,1,0,0,0,0,5,0,0,7,0,0,3,244,1,0,2,0,0,0,0,0,11,0,663,652
Shurugwi,Shurugwi North,Shurugwi Town Council,12,Open space SDA CHURCH Tent,6601STC1203,1,184,0,0,0,1,0,1,0,0,0,0,0,1,348,1,0,1,0,2,0,0,0,4,0,544,540
Shurugwi,Shurugwi North,Shurugwi Town Council,12,Open Space Pamapositori Tent,6601STC1205,0,172,0,0,0,0,0,1,0,0,0,0,0,0,176,1,0,1,1,0,0,0,0,2,0,354,352
,,,,4 Polling Stations,Ward Total,2,955,1,0,0,1,0,7,0,0,7,0,0,4,1013,3,0,4,2,2,1,0,1,27,0,2030,2003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Shurugwi Town Council,13,Peak Mine Primary School,6601STC1301,1,224,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,437,437
,,,,1 Polling Station,Ward Total,1,224,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,437,437
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Tongogara RDC,1,Chitora Primary School,6600TON0101 A,2,114,2,0,0,2,0,0,0,0,1,1,0,0,294,0,0,0,0,0,0,0,0,0,0,416,416
Shurugwi,Shurugwi North,Tongogara RDC,1,Chitora Primary School,6600TON0101 B,1,85,0,0,1,0,1,2,0,0,0,0,0,0,330,2,1,1,0,1,0,0,1,5,0,431,426
Shurugwi,Shurugwi North,Tongogara RDC,1,Munikwa Primary School,6600TON0102,1,17,0,0,0,0,0,1,0,0,0,0,0,0,179,0,0,0,1,0,0,0,0,2,0,201,199
Shurugwi,Shurugwi North,Tongogara RDC,1,Tangley Ranch Primary School,6600TON0103,3,31,0,0,1,0,0,1,0,0,0,0,0,1,313,0,0,0,0,0,2,2,1,8,0,363,355
,,,,4 Polling Stations,Ward Total,7,247,2,0,2,2,1,4,0,0,1,1,0,1,1116,2,1,1,1,1,2,2,2,15,0,1411,1396
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Tongogara RDC,12,Poshayi St Marys’ Primary School,6600TON1201,0,191,0,0,0,1,0,5,0,1,0,0,0,1,277,0,0,0,1,0,0,1,0,5,0,483,478
Shurugwi,Shurugwi North,Tongogara RDC,12,Tongogara High School,6600TON1202,1,161,0,0,0,0,0,1,0,0,0,0,0,1,156,0,0,0,0,0,0,0,0,8,0,328,320
Shurugwi,Shurugwi North,Tongogara RDC,12,Tongogara Registrar General's Sub-Office,6600TON1203,0,161,1,0,0,0,0,7,0,0,0,0,0,0,155,1,0,0,0,0,0,0,0,8,0,333,325
Shurugwi,Shurugwi North,Tongogara RDC,12,Tumba Primary School,6600TON1204,0,55,0,0,0,0,0,1,0,0,0,0,0,0,116,0,0,0,0,0,1,0,0,3,0,176,173
,,,,4 Polling Stations,Ward Total,1,568,1,0,0,1,0,14,0,1,0,0,0,2,704,1,0,0,1,0,1,1,0,24,0,1320,1296
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Tongogara RDC,13,Hanke Business Centre Tent,6600TON1301,3,160,2,0,1,2,0,2,0,0,0,1,0,0,345,1,0,1,4,0,1,0,0,9,0,532,523
Shurugwi,Shurugwi North,Tongogara RDC,13,Hanke Primary School,6600TON1302,0,52,0,0,0,0,0,2,0,0,0,0,0,0,103,0,1,0,0,0,0,0,0,1,0,159,158
Shurugwi,Shurugwi North,Tongogara RDC,13,Juchuta Secondary School,6600TON1303,0,97,1,0,0,3,1,4,0,0,2,1,0,1,147,1,0,1,1,1,1,1,0,10,0,273,263
Shurugwi,Shurugwi North,Tongogara RDC,13,Musavezi Primary School,6600TON1304,0,128,1,1,0,0,0,1,0,0,1,0,0,0,242,0,0,1,1,1,1,0,1,7,0,386,379
Shurugwi,Shurugwi North,Tongogara RDC,13,Zvamaunje Primary School,6600TON1305,0,133,1,0,1,2,0,3,0,0,0,0,0,1,227,0,0,0,3,2,0,0,0,5,0,378,373
,,,,5 Polling Stations,Ward Total,3,570,5,1,2,7,1,12,0,0,3,2,0,2,1064,2,1,3,9,4,3,1,1,32,0,1728,1696
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Tongogara RDC,14,Machacha Business Centre Tent,6600TON1401,2,137,3,0,0,1,1,4,0,0,0,0,1,1,203,0,0,1,2,1,5,2,3,7,0,374,367
Shurugwi,Shurugwi North,Tongogara RDC,14,Magumise Primary School,6600TON1402,0,49,0,0,0,0,1,3,0,0,0,0,0,0,69,0,0,0,0,1,0,0,0,1,0,124,123
Shurugwi,Shurugwi North,Tongogara RDC,14,Nhema St Francis Primary School,6600TON1403,0,165,1,0,1,0,0,3,0,0,0,0,0,0,60,0,0,0,1,0,1,0,0,5,0,237,232
Shurugwi,Shurugwi North,Tongogara RDC,14,Svika Rural Health Centre,6600TON1404,0,207,1,1,0,2,0,1,1,0,0,0,1,1,230,2,0,1,1,1,1,1,1,9,0,462,453
Shurugwi,Shurugwi North,Tongogara RDC,14,Takunda Secondary School,6600TON1405,0,65,0,0,0,0,0,1,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,102,102
,,,,5 Polling Stations,Ward Total,2,623,5,1,1,3,2,12,1,0,0,0,2,4,596,2,0,2,4,3,7,3,4,22,0,1299,1277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Tongogara RDC,15,Chomusvisvinwa-Hwinya Business Centre Tent,6600TON1501,1,147,1,0,1,0,1,1,0,1,0,1,0,1,263,1,0,0,2,0,0,0,1,4,0,426,422
Shurugwi,Shurugwi North,Tongogara RDC,15,Dombwe Primary School,6600TON1502,0,193,1,0,0,0,0,1,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,3,0,319,316
Shurugwi,Shurugwi North,Tongogara RDC,15,Makonese Primary School,6600TON1503,1,130,0,0,0,0,2,1,1,0,0,0,0,0,89,0,1,0,0,0,0,0,0,3,0,228,225
Shurugwi,Shurugwi North,Tongogara RDC,15,Sibolise Primary School,6600TON1504,0,103,1,1,0,0,1,1,0,0,0,0,0,1,106,3,0,0,1,0,0,0,0,5,0,223,218
,,,,4 Polling Stations,Ward Total,2,573,3,1,1,0,4,4,1,1,0,1,0,2,579,4,1,0,3,0,0,0,1,15,0,1196,1181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shurugwi,Shurugwi North,Tongogara RDC,16,Chiltern Primary School,6600TON1601,0,36,0,0,0,0,1,0,0,0,0,0,0,0,172,1,0,0,0,0,0,1,0,5,0,216,211
Shurugwi,Shurugwi North,Tongogara RDC,16,Dhlemiti Primary School,6600TON1602,1,38,0,0,0,0,0,1,0,0,0,0,0,0,153,0,0,0,1,0,0,0,0,4,0,198,194
Shurugwi,Shurugwi North,Tongogara RDC,16,Dopota Primary School,6600TON1603,0,17,1,0,0,0,2,1,0,0,0,0,0,0,227,1,0,0,0,0,0,0,0,8,0,257,249
