BULAWAYO METROPOLITAN PROVINCE 2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,STATION CODE,Busha Joseph Makamba FreeZim Congress,Chamisa Nelson MDC Alliance,Chikanga  Everisto Washington Rebuild Zimbabwe,Dzapasi Melbah # 1980 Freedom Movement Zimbabwe,Gava Peter Mapfumo UDF,Hlabangana Kwanele RPZ,Kasiyamhuru Blessing ZPP,Khupe Thokozani MDC-T,Madhuku Lovemore NCA,Mangoma Elton Steers Coalition of Democrats,Manyika Noah Ngoni BZA,Mapfumo Chiguvare Tonderayi Johannes Timothy PPPZ,MARIYACHA Violet UDM,Mhambi-Hove Divine NAPDR,Mnangagwa Emmerson Dambudzo ZANU PF,Moyo Donald Nkosana APA,Mteki Bryn Taurai Independent,Mugadza Willard Tawonezvi BCP,Mujuru Joice Teurai Ropa PRC,Munyanduri Tenda Peter NPF,MutinhirI Ambrose NPF,Shumba Kuzozvirava Doniel UDA,Wilson Peter Harry DOP,Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Bulawayo,Luveve,Bulawayo Municipality,28,Mkhithika Thebe Primary School C,0801BYO2821 C,2,395,0,0,0,0,0,19,0,0,0,0,0,1,131,2,0,0,4,0,1,0,0,4,0,559,555
Bulawayo,Luveve,Bulawayo Municipality,28,Tategulu A Primary School A,0801BYO2823 A,1,408,1,0,0,0,2,14,0,0,0,0,0,0,179,0,0,2,0,1,0,0,0,8,0,616,608
Bulawayo,Luveve,Bulawayo Municipality,28,Tategulu A Primary School B,0801BYO2823 B,1,418,1,1,0,0,3,16,0,1,0,0,0,0,166,3,0,0,1,1,1,1,2,8,0,624,616
Bulawayo,Luveve,Bulawayo Municipality,28,Tategulu B Primary School,0801BYO2824,0,82,0,0,0,0,1,0,0,0,0,0,0,0,25,1,0,1,0,0,0,0,0,1,0,111,110
Bulawayo,Luveve,Bulawayo Municipality,28,TM shopping centre Tent A,0801BYO2825 A,0,489,0,0,0,0,0,25,0,0,1,0,1,0,198,5,0,0,1,0,0,0,0,6,0,726,720
Bulawayo,Luveve,Bulawayo Municipality,28,TM shopping centre Tent B,0801BYO2825 B,2,487,0,0,0,4,0,23,0,0,1,0,0,1,205,4,0,0,1,1,0,2,0,1,0,732,731
Bulawayo,Luveve,Bulawayo Municipality,28,ZAOGA Church Tent,0801BYO2826,3,224,1,0,0,1,1,8,0,0,0,0,0,0,91,3,0,1,3,1,0,0,0,7,0,344,337
,,,,34 Polling Stations,Ward Total,48,"12,356",30,4,6,42,58,540,6,7,6,3,5,7,"5,064",81,9,18,103,8,6,14,8,171,1,"18,600","18,429"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Luveve Constituency Totals,,65,"18,971",42,12,14,59,67,934,13,9,9,5,8,10,"7,511",158,9,25,192,15,8,18,11,251,1,"28,416","28,165"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Magwegwe Constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Magwegwe,Bulawayo Municipality,18,Magwegwe Hall,0801BYO1801,4,466,3,0,0,1,2,19,2,0,0,0,0,0,209,5,0,2,5,1,0,0,0,11,0,730,719
Bulawayo,Magwegwe,Bulawayo Municipality,18,Magwegwe Primary School A,0801BYO1802 A,3,460,0,1,2,3,1,30,0,0,0,0,0,0,257,1,0,0,0,3,0,1,0,5,0,767,762
Bulawayo,Magwegwe,Bulawayo Municipality,18,Magwegwe Primary SchoolB,0801BYO1802 B,3,488,0,1,1,2,1,28,0,0,0,0,0,0,209,4,0,2,2,0,0,3,1,13,0,758,745
Bulawayo,Magwegwe,Bulawayo Municipality,18,Magwegwe Secondary School,0801BYO1803,2,462,1,0,0,1,0,15,1,0,0,0,2,2,173,3,0,0,6,0,0,0,4,10,0,682,672
Bulawayo,Magwegwe,Bulawayo Municipality,18,Magwegwe Youth Centre,0801BYO1804,1,244,0,0,0,2,0,11,0,0,0,0,0,0,134,1,0,0,1,0,1,0,1,5,0,401,396
Bulawayo,Magwegwe,Bulawayo Municipality,18,Mhali A Primary School A,0801BYO1805 A,1,379,0,0,0,1,0,15,1,0,0,0,0,0,176,5,0,1,0,0,0,0,1,2,0,582,580
Bulawayo,Magwegwe,Bulawayo Municipality,18,Mhali A Primary School B,0801BYO1805 B,2,384,1,0,0,0,0,19,1,0,0,0,0,0,140,6,1,1,1,1,0,0,1,4,0,562,558
Bulawayo,Magwegwe,Bulawayo Municipality,18,Mhali A Primary School C,0801BYO1805 C,0,382,2,0,1,3,0,14,0,2,0,0,0,0,142,5,1,0,3,0,0,2,0,7,0,564,557
Bulawayo,Magwegwe,Bulawayo Municipality,18,Mhali B Primary School,0801BYO1806,4,241,1,0,0,0,0,4,0,1,0,0,0,0,78,2,0,1,1,0,0,0,1,3,0,337,334
Bulawayo,Magwegwe,Bulawayo Municipality,18,Ntshamate Primary School A,0801BYO1807 A,1,278,0,0,0,1,1,13,0,1,0,0,0,0,173,5,1,0,4,0,1,1,1,6,0,487,481
Bulawayo,Magwegwe,Bulawayo Municipality,18,Ntshamate Primary School B,0801BYO1807 B,1,312,3,0,2,0,1,18,0,0,0,0,0,0,144,2,1,0,4,0,0,1,0,4,0,493,489
,,,,11 Polling Stations,Ward Total,22,"4,096",11,2,6,14,6,186,5,4,0,0,2,2,"1,835",39,4,7,27,5,2,8,10,70,0,"6,363","6,293"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Magwegwe,Bulawayo Municipality,29,J. W. Mthimkhulu Primary School,0801BYO2901,2,436,3,0,0,2,0,13,0,1,0,0,0,0,160,5,1,0,2,1,3,1,0,3,0,633,630
Bulawayo,Magwegwe,Bulawayo Municipality,29,Magwegwe North Terminus Tent A,0801BYO2902 A,2,293,1,2,1,3,0,15,0,1,1,0,0,0,149,0,0,0,2,0,0,0,0,3,0,473,470
Bulawayo,Magwegwe,Bulawayo Municipality,29,Magwegwe North Terminus Tent B,0801BYO2902 B,2,349,1,0,0,2,0,14,0,0,0,0,0,0,104,1,1,1,1,0,0,0,0,5,0,481,476
Bulawayo,Magwegwe,Bulawayo Municipality,29,Magwegwe West Pre-School,0801BYO2903,1,316,1,0,0,1,1,12,1,0,0,0,0,0,82,5,0,0,1,0,0,0,0,3,0,424,421
Bulawayo,Magwegwe,Bulawayo Municipality,29,Magwegwe West Terminus,0801BYO2904,3,376,0,0,1,1,1,14,0,0,0,0,1,0,128,2,0,1,2,1,2,0,0,1,0,534,533
Bulawayo,Magwegwe,Bulawayo Municipality,29,Masotsha Secondary School,0801BYO2905,0,542,3,0,0,4,3,21,1,0,0,0,0,0,188,4,0,0,1,0,0,0,0,3,0,770,767
Bulawayo,Magwegwe,Bulawayo Municipality,29,Mazwi A Primary School A,0801BYO2907 A,3,318,1,0,0,1,2,29,0,0,0,0,0,0,135,1,0,2,2,0,0,0,0,8,0,502,494
Bulawayo,Magwegwe,Bulawayo Municipality,29,Mazwi A Primary School B,0801BYO2907 B,2,325,1,0,0,0,0,29,0,0,0,0,1,0,137,6,0,1,3,0,0,2,0,6,0,513,507
Bulawayo,Magwegwe,Bulawayo Municipality,29,Mazwi B Primary School,0801BYO2908,2,286,1,0,0,1,2,8,0,0,0,0,1,0,121,2,0,2,2,1,1,0,0,3,0,433,430
Bulawayo,Magwegwe,Bulawayo Municipality,29,Mountain View Shopping Centre A,0801BYO2909 A,1,383,1,1,0,0,0,40,1,0,0,0,0,0,143,4,0,0,2,1,0,1,0,7,0,585,578
Bulawayo,Magwegwe,Bulawayo Municipality,29,Mountain View Shopping Centre B,0801BYO2909 B,1,407,2,0,1,1,0,28,0,0,0,0,0,0,146,5,0,0,1,1,1,0,0,1,0,595,594
,,,,11 Polling Stations,Ward Total,19,"4,031",15,3,3,16,9,223,3,2,1,0,3,0,"1,493",35,2,7,19,5,7,4,0,43,0,"5,943","5,900"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Magwegwe Constituency Totals,,41,"8,127",26,5,9,30,15,409,8,6,1,0,5,2,"3,328",74,6,14,46,10,9,12,10,113,0,"12,306","12,193"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Makokoba Constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Makokoba,Bulawayo Municipality,7,Efusini Shopping Centre Tent A,0801BYO0701 A,2,495,0,1,0,0,2,34,0,1,0,0,0,0,206,2,1,2,1,1,0,1,0,9,0,758,749
Bulawayo,Makokoba,Bulawayo Municipality,7,Efusini Shopping Centre Tent B,0801BYO0701 B,3,526,2,0,1,2,2,26,0,2,0,0,0,1,196,3,0,0,4,1,0,0,0,9,0,778,769
Bulawayo,Makokoba,Bulawayo Municipality,7,Lotshe Primary School,0801BYO0702,1,479,1,1,0,0,3,25,0,1,0,1,1,0,209,4,0,1,1,0,1,0,0,17,0,746,729
Bulawayo,Makokoba,Bulawayo Municipality,7,Makokoba Pre-School,0801BYO0704,3,352,1,0,0,0,0,28,2,0,0,0,0,0,133,2,0,0,3,0,0,0,0,10,0,534,524
Bulawayo,Makokoba,Bulawayo Municipality,7,Raylton Hall,0801BYO0705,0,132,0,0,0,0,0,1,0,0,0,0,0,0,36,1,0,0,1,0,0,0,0,0,0,171,171
Bulawayo,Makokoba,Bulawayo Municipality,7,St Columbas High School,0801BYO0706,2,290,0,0,0,1,0,18,0,0,0,0,1,0,116,3,0,1,3,0,0,0,1,5,0,441,436
Bulawayo,Makokoba,Bulawayo Municipality,7,St Patricks A Primary School A,0801BYO0708 A,0,494,1,0,1,0,1,6,1,0,0,0,0,0,184,0,0,0,3,1,0,0,1,7,0,700,693
Bulawayo,Makokoba,Bulawayo Municipality,7,St Patricks A Primary School B,0801BYO0708 B,3,484,2,0,0,1,1,11,0,0,0,0,0,0,121,1,0,0,1,0,0,0,0,7,0,632,625
Bulawayo,Makokoba,Bulawayo Municipality,7,St Patricks' B Primary School,0801BYO0709,0,563,0,0,0,0,0,3,0,0,0,0,0,0,150,2,1,1,0,1,0,0,0,5,0,726,721
Bulawayo,Makokoba,Bulawayo Municipality,7,Stanley Hall,0801BYO0710,0,543,2,0,0,0,2,33,0,0,0,0,0,0,226,3,0,2,3,0,0,0,1,9,0,824,815
Bulawayo,Makokoba,Bulawayo Municipality,7,Westgate Training Centre,0801BYO0711,0,219,0,0,0,0,0,3,0,0,0,0,0,0,133,0,0,0,5,1,0,0,0,2,0,363,361
,,,,11 Polling Stations,Ward Total,14,"4,577",9,2,2,4,11,188,3,4,0,1,2,1,"1,710",21,2,7,25,5,1,1,3,80,0,"6,673","6,593"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Makokoba,Bulawayo Municipality,8,Babourfields Pre-School,0801BYO0801,2,359,1,0,0,2,1,17,0,0,1,0,0,0,137,3,0,3,1,0,0,1,1,1,0,530,529
Bulawayo,Makokoba,Bulawayo Municipality,8,Emlizane Pre-School,0801BYO0802,0,333,1,0,0,1,2,29,0,0,1,0,0,0,168,2,0,0,2,0,0,0,1,8,0,548,540
Bulawayo,Makokoba,Bulawayo Municipality,8,J B Shopping Centre Tent,0801BYO0803,0,391,0,1,0,0,0,13,0,2,0,0,0,1,124,5,0,2,4,0,0,0,1,4,0,548,544
Bulawayo,Makokoba,Bulawayo Municipality,8,Jairos Jiri Centre,0801BYO0804,8,363,1,0,0,1,1,20,0,0,0,0,1,0,228,0,0,1,1,3,0,0,1,11,0,640,629
Bulawayo,Makokoba,Bulawayo Municipality,8,Lobengula A Primary School,0801BYO0805,0,468,0,0,0,0,0,18,1,0,0,0,0,0,240,4,0,0,0,1,0,1,0,8,0,741,733
Bulawayo,Makokoba,Bulawayo Municipality,8,Lobengula B Primary School,0801BYO0806,2,200,0,0,0,1,0,9,0,0,0,0,0,0,83,1,0,0,2,0,0,0,0,2,0,300,298
Bulawayo,Makokoba,Bulawayo Municipality,8,Lozikeyi A Primary School,0801BYO0807,2,304,2,1,0,0,3,9,0,0,0,0,0,0,137,2,0,0,2,0,0,0,1,5,0,468,463
Bulawayo,Makokoba,Bulawayo Municipality,8,Lozikeyi B Primary School,0801BYO0808,2,401,2,1,0,1,0,14,1,0,2,0,0,0,180,4,0,0,2,0,0,0,0,7,0,617,610
Bulawayo,Makokoba,Bulawayo Municipality,8,Macdonald Hall A,0801BYO0809 A,0,371,3,1,1,0,0,17,1,0,1,0,0,0,199,1,0,0,2,3,0,0,0,8,0,608,600
Bulawayo,Makokoba,Bulawayo Municipality,8,Macdonald Hall B,0801BYO0809 B,1,383,2,1,0,3,1,24,0,0,0,1,0,0,178,2,0,1,5,0,0,0,0,8,0,610,602
Bulawayo,Makokoba,Bulawayo Municipality,8,Mpilo Hospital,0801BYO0810,0,342,1,0,0,0,0,4,0,0,0,0,0,0,114,2,0,1,1,0,0,0,0,4,0,469,465
Bulawayo,Makokoba,Bulawayo Municipality,8,Mzilikazi High School,0801BYO0811,0,288,0,1,0,0,1,5,0,0,0,0,0,0,105,2,0,0,2,0,0,0,1,1,0,406,405
Bulawayo,Makokoba,Bulawayo Municipality,8,Mzilikazi A Primary School A,0801BYO0812 A,0,291,1,0,0,0,0,9,0,0,1,0,0,0,115,6,0,0,2,1,0,0,0,4,0,430,426
Bulawayo,Makokoba,Bulawayo Municipality,8,Mzilikazi A Primary School B,0801BYO0812 B,1,284,1,0,0,4,0,16,0,0,1,0,0,0,124,2,0,0,1,1,0,0,0,3,0,438,435
Bulawayo,Makokoba,Bulawayo Municipality,8,Mzilikazi B Primary School,0801BYO0813,0,217,0,0,0,0,1,9,0,0,0,0,0,1,74,2,0,0,0,0,0,0,0,6,0,310,304
Bulawayo,Makokoba,Bulawayo Municipality,8,Sobukazi A Secondary School,0801BYO0814,2,368,1,0,0,0,0,22,0,0,0,0,0,0,127,3,0,0,4,1,0,0,0,8,0,536,528
Bulawayo,Makokoba,Bulawayo Municipality,8,Sobukazi B Secondary School,0801BYO0815,1,193,1,1,0,1,0,18,1,0,0,0,0,0,76,2,0,1,2,0,0,0,1,4,0,302,298
Bulawayo,Makokoba,Bulawayo Municipality,8,Thornegroove Tent,0801BYO0816,0,209,0,1,0,0,0,9,0,0,0,1,0,0,45,1,0,0,1,0,0,0,1,5,0,273,268
,,,,18 Polling Stations,Ward Total,21,"5,765",17,8,1,14,10,262,4,2,7,2,1,2,"2,454",44,0,9,34,10,0,2,8,97,0,"8,774","8,677"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Makokoba Constituency Totals,,35,"10,342",26,10,3,18,21,450,7,6,7,3,3,3,"4,164",65,2,16,59,15,1,3,11,177,0,"15,447","15,270"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Nketa Constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Nketa,Bulawayo Municipality,24,Bretheren In Christ Church A,0801BYO2401 A,1,274,0,2,0,1,0,10,0,0,0,0,0,0,129,3,0,0,0,1,0,0,0,4,0,425,421
Bulawayo,Nketa,Bulawayo Municipality,24,Bretheren In Christ Church B,0801BYO2401 B,3,283,1,1,0,1,0,8,0,0,0,0,0,0,116,2,0,2,3,0,0,1,0,5,0,426,421
Bulawayo,Nketa,Bulawayo Municipality,24,Mabhukudwane Primary School A,0801BYO2402 A,4,437,2,0,0,0,0,9,0,1,0,0,0,0,134,4,0,2,0,0,0,0,1,4,0,598,594
Bulawayo,Nketa,Bulawayo Municipality,24,Mabhukudwane Primary School B,0801BYO2402 B,0,433,2,0,0,2,0,20,0,0,0,0,0,0,136,2,0,0,4,0,1,0,0,9,0,609,600
Bulawayo,Nketa,Bulawayo Municipality,24,Mganwini Primary School,0801BYO2403,3,254,0,0,0,0,1,6,1,0,0,0,0,0,164,3,0,2,0,0,0,0,0,3,0,437,434
Bulawayo,Nketa,Bulawayo Municipality,24,Nketa A Hall,0801BYO2404,1,512,3,0,0,0,3,18,0,0,3,0,0,1,278,8,1,0,1,0,0,0,1,12,0,842,830
Bulawayo,Nketa,Bulawayo Municipality,24,Nketa B Hall,0801BYO2405,1,264,0,0,0,1,0,4,0,0,0,0,0,0,148,3,0,0,0,1,1,0,0,9,0,432,423
Bulawayo,Nketa,Bulawayo Municipality,24,Nketa High School,0801BYO2406,1,450,1,0,0,2,2,6,0,0,1,0,0,0,235,5,0,0,1,0,0,0,0,6,0,710,704
Bulawayo,Nketa,Bulawayo Municipality,24,Nketa A Primary School A,0801BYO2407 A,2,570,0,0,0,0,0,8,0,0,1,0,0,1,203,11,1,1,8,0,0,0,0,7,0,813,806
Bulawayo,Nketa,Bulawayo Municipality,24,Nketa A Primary School B,0801BYO2407 B,0,531,0,0,1,1,1,18,1,0,1,0,0,0,212,4,0,1,6,1,0,0,1,10,0,789,779
Bulawayo,Nketa,Bulawayo Municipality,24,Nketa B Primary School,0801BYO2408,2,275,0,0,0,0,1,9,0,0,0,0,0,0,120,2,0,0,3,0,0,0,1,1,0,414,413
Bulawayo,Nketa,Bulawayo Municipality,24,Nkulumane High School,0801BYO2409,2,394,0,0,0,1,0,5,0,0,1,0,0,0,143,3,0,0,4,0,1,0,0,2,0,556,554
Bulawayo,Nketa,Bulawayo Municipality,24,Salvation Army,0801BYO2410,0,306,1,0,0,0,1,9,0,0,1,1,0,1,182,6,0,0,6,0,0,0,0,1,0,515,514
,,,,13 Polling Stations,Ward Total,20,"4,983",10,3,1,9,9,130,2,1,8,1,0,3,"2,200",56,2,8,36,3,3,1,4,73,0,"7,566","7,493"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Nketa,Bulawayo Municipality,25,Agape College,0801BYO2501,1,496,1,0,0,0,0,10,0,0,0,0,0,0,217,0,0,2,4,0,0,0,0,9,0,740,731
Bulawayo,Nketa,Bulawayo Municipality,25,Childhood Centre Pre-School,0801BYO2502,1,288,0,0,1,0,0,7,0,0,1,0,0,0,140,3,0,2,0,0,0,3,0,5,0,451,446
Bulawayo,Nketa,Bulawayo Municipality,25,Holy Family Catholic Church,0801BYO2503,3,327,3,1,0,1,1,7,0,0,1,0,0,0,181,4,0,0,5,0,0,1,0,0,0,535,535
Bulawayo,Nketa,Bulawayo Municipality,25,Manondwane A Primary School A,0801BYO2504 A,1,408,1,1,1,2,0,1,0,0,0,0,1,1,163,9,0,0,0,0,0,0,0,5,0,594,589
Bulawayo,Nketa,Bulawayo Municipality,25,Manondwane A Primary School B,0801BYO2504 B,2,389,2,0,0,0,0,9,1,0,1,1,1,0,169,5,0,1,3,0,0,0,0,2,0,586,584
Bulawayo,Nketa,Bulawayo Municipality,25,Manondwane B Primary School,0801BYO2505,1,186,0,0,0,0,0,6,0,0,0,0,0,0,93,1,0,0,7,0,0,0,0,1,0,295,294
Bulawayo,Nketa,Bulawayo Municipality,25,Mgiqika A Primary School A,0801BYO2506 A,4,468,1,0,0,0,2,15,0,0,0,0,0,0,210,10,0,1,3,2,0,0,2,2,0,720,718
Bulawayo,Nketa,Bulawayo Municipality,25,Mgiqika A Primary School B,0801BYO2506 B,2,472,3,0,0,2,5,10,0,1,0,0,0,0,189,7,0,1,4,0,0,1,0,5,0,702,697
Bulawayo,Nketa,Bulawayo Municipality,25,Mgiqika A Primary School C,0801BYO2506 C,0,457,0,0,0,2,2,8,0,0,0,0,0,0,198,5,0,0,2,0,1,1,1,2,0,679,677
Bulawayo,Nketa,Bulawayo Municipality,25,Mgiqika B Primary School,0801BYO2507,0,295,1,0,0,2,0,4,0,0,0,0,0,0,112,3,0,1,1,0,0,0,0,1,0,420,419
Bulawayo,Nketa,Bulawayo Municipality,25,Nketa 7 Library A,0801BYO2508 A,1,283,0,0,1,1,1,11,0,0,0,0,0,0,166,3,0,1,1,0,0,0,1,2,1,472,470
Bulawayo,Nketa,Bulawayo Municipality,25,Nketa 7 Library B,0801BYO2508 B,3,303,2,0,0,0,2,3,0,0,0,0,0,0,134,4,0,0,0,1,0,0,0,4,0,456,452
Bulawayo,Nketa,Bulawayo Municipality,25,Open Space Tent(Opposite Stand Number 5881),0801BYO2509,1,246,0,0,1,3,3,7,0,0,1,0,0,1,115,0,1,1,4,1,0,0,2,7,0,394,387
Bulawayo,Nketa,Bulawayo Municipality,25,Pentecostal Assemblies Church,0801BYO2510,2,348,0,0,0,2,2,12,0,0,0,0,1,0,143,3,0,1,6,0,0,1,0,3,0,524,521
Bulawayo,Nketa,Bulawayo Municipality,25,The Of Christ Church,0801BYO2511,1,206,0,0,0,0,0,3,0,0,0,0,0,0,139,1,0,0,0,1,0,0,0,2,0,353,351
Bulawayo,Nketa,Bulawayo Municipality,25,Tower Light Tent(4874),0801BYO2512,2,392,0,0,1,0,7,6,0,0,0,0,0,0,192,4,0,0,3,0,0,0,0,5,0,612,607
Bulawayo,Nketa,Bulawayo Municipality,25,ZAOGA Church,0801BYO2513,1,233,0,0,0,1,0,4,0,0,0,0,0,1,107,1,0,1,1,0,0,0,0,4,0,354,350
,,,,17 Polling Stations,Ward Total,26,"5,797",14,2,5,16,25,123,1,1,4,1,3,3,"2,668",63,1,12,44,5,1,7,6,59,1,"8,887","8,828"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Nketa,Bulawayo Municipality,26,Emganwini A Secondary School A,0801BYO2601 A,3,430,1,0,0,0,0,7,0,0,0,0,0,0,196,3,0,1,3,1,0,0,0,6,0,651,645
Bulawayo,Nketa,Bulawayo Municipality,26,Emganwini A Secondary School B,0801BYO2601 B,1,390,1,0,0,2,1,14,0,0,0,0,0,1,204,3,0,0,2,1,0,0,0,5,0,625,620
Bulawayo,Nketa,Bulawayo Municipality,26,Emganwini B Secondary School,0801BYO2602,1,459,0,0,0,0,2,20,0,0,0,0,0,1,279,3,0,0,1,0,2,0,0,2,0,770,768
Bulawayo,Nketa,Bulawayo Municipality,26,Ingwenyama Primary School,0801BYO2603,0,338,0,0,0,0,0,8,0,0,0,0,0,0,122,4,0,0,6,0,0,0,0,13,0,491,478
Bulawayo,Nketa,Bulawayo Municipality,26,Local Authority Council Office,0801BYO2604,1,510,1,1,0,2,3,18,0,0,1,0,0,0,235,5,0,2,3,0,0,0,0,7,0,789,782
Bulawayo,Nketa,Bulawayo Municipality,26,Lutheran Church Tent,0801BYO2605,1,177,1,1,0,1,0,13,0,0,0,0,0,1,84,2,1,0,0,0,0,0,0,6,0,288,282
Bulawayo,Nketa,Bulawayo Municipality,26,St Martin of Tours Roman Catholic,0801BYO2606,1,225,1,0,1,0,5,12,0,1,0,0,0,1,168,7,0,2,6,0,0,1,0,4,0,435,431
Bulawayo,Nketa,Bulawayo Municipality,26,Mary Rose College,0801BYO2607,0,223,0,0,0,0,0,8,0,0,0,0,0,0,82,3,0,0,0,0,1,0,0,4,0,321,317
Bulawayo,Nketa,Bulawayo Municipality,26,Pentecostal Holiness Church,0801BYO2608,2,519,2,0,0,1,1,14,1,0,0,0,0,0,164,4,1,2,4,0,0,1,0,11,0,727,716
Bulawayo,Nketa,Bulawayo Municipality,26,Senzangakhona A Primary School A,0801BYO2609 A,0,509,0,0,0,2,1,15,0,1,0,0,0,0,269,9,0,0,2,0,0,1,0,3,0,812,809
Bulawayo,Nketa,Bulawayo Municipality,26,Senzangakhona A Primary School B,0801BYO2609 B,2,496,1,0,1,5,2,21,1,0,0,0,1,0,223,3,0,3,2,0,1,1,3,7,0,773,766
Bulawayo,Nketa,Bulawayo Municipality,26,Senzangakhona B Primary School,0801BYO2610,0,264,0,0,1,0,0,11,0,0,0,0,0,0,133,1,0,0,1,0,0,0,0,2,0,413,411
Bulawayo,Nketa,Bulawayo Municipality,26,Zara Centre Trust,0801BYO2611,0,242,0,0,0,0,0,14,0,0,0,0,0,0,114,2,0,1,0,1,0,0,0,1,0,375,374
,,,,13 Polling Stations,Ward Total,12,"4,782",8,2,3,13,15,175,2,2,1,0,1,4,"2,273",49,2,11,30,3,4,4,3,71,0,"7,470","7,399"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Nketa Constituency Totals,,58,"15,562",32,7,9,38,49,428,5,4,13,2,4,10,"7,141",168,5,31,110,11,8,12,13,203,1,"23,923","23,720"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Nkulumane Constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Nkulumane,Bulawayo Municipality,20,Mgoqo A Primary School A,0801BYO2001 A,1,315,0,0,0,0,1,10,1,0,0,0,0,2,178,5,0,0,7,1,0,1,0,1,0,523,522
Bulawayo,Nkulumane,Bulawayo Municipality,20,Mgoqo A Primary School B,0801BYO2001 B,1,358,0,0,0,1,0,15,0,0,1,0,0,2,136,5,0,1,2,0,0,2,0,1,0,525,524
Bulawayo,Nkulumane,Bulawayo Municipality,20,Mgoqo B Primary School,0801BYO2002,0,367,0,1,0,0,2,15,1,0,0,0,0,0,141,0,0,0,2,0,1,0,0,5,0,535,530
Bulawayo,Nkulumane,Bulawayo Municipality,20,Miracles Of Seed Faith Church,0801BYO2003,2,371,1,0,0,1,0,23,0,0,1,0,0,1,183,0,0,2,3,0,0,0,0,3,0,591,588
Bulawayo,Nkulumane,Bulawayo Municipality,20,Mncumbatha Secondary School,0801BYO2004,1,320,0,0,0,0,0,21,0,0,0,0,0,0,121,4,0,0,3,0,0,1,0,1,0,472,471
Bulawayo,Nkulumane,Bulawayo Municipality,20,Nkulumane 12 Terminus Tent,0801BYO2005,4,547,6,0,0,2,0,10,0,0,0,0,0,0,241,6,0,1,9,0,2,0,0,12,0,840,828
Bulawayo,Nkulumane,Bulawayo Municipality,20,Nkulumane 15 Emasimini Tent,0801BYO2006,1,262,1,0,0,0,0,13,0,0,0,0,0,0,110,4,0,1,4,0,0,0,0,3,0,399,396
Bulawayo,Nkulumane,Bulawayo Municipality,20,Nkulumane Engen Garage Tent,0801BYO2007,2,369,0,0,0,2,0,9,0,0,0,0,0,0,139,3,0,1,1,0,0,0,0,1,0,527,526
Bulawayo,Nkulumane,Bulawayo Municipality,20,Nkulumane Entabeni Club Tent,0801BYO2008,3,410,1,0,0,0,0,11,0,1,0,0,0,0,203,2,0,1,7,0,0,0,0,4,0,643,639
Bulawayo,Nkulumane,Bulawayo Municipality,20,Nkulumane Library,0801BYO2009,0,183,0,0,0,0,0,4,0,0,0,0,0,0,71,0,0,0,1,0,0,0,0,1,0,260,259
Bulawayo,Nkulumane,Bulawayo Municipality,20,Prince And Princess Pre-School,0801BYO2010,3,292,1,0,0,1,0,6,0,0,0,1,0,0,120,4,0,1,2,0,0,0,0,0,0,431,431
,,,,11 Polling Stations,Ward Total,18,"3,794",10,1,0,7,3,137,2,1,2,1,0,5,"1,643",33,0,8,41,1,3,4,0,32,0,"5,746","5,714"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Nkulumane,Bulawayo Municipality,22,Amaveni A Primary School,0801BYO2201,1,288,0,0,0,3,0,20,0,0,0,0,0,0,129,2,0,1,2,0,0,0,0,7,0,453,446
Bulawayo,Nkulumane,Bulawayo Municipality,22,Amaveni B Primary School,0801BYO2202,1,504,1,0,0,2,1,20,0,0,0,0,1,0,180,5,0,0,2,0,0,0,1,2,0,720,718
Bulawayo,Nkulumane,Bulawayo Municipality,22,Bullet Shopping Centre Tent,0801BYO2203,0,388,1,0,1,1,1,17,0,0,0,0,0,0,174,4,0,1,2,0,0,0,1,5,0,596,591
