MASHONALAND WEST PROVINCE: 2018 HARMONISED ELECTIONS PRESIDENTIAL ELECTION RESULTS:30 JULY 2018 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,POLLING CODE,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Chegutu,Chegutu West,Chegutu Municipality,5,St Francis Primary School,3201CHM0501,0,109,2,0,0,0,0,0,0,0,0,0,0,0,57,0,0,1,0,0,0,0,1,2,0,172,170
Chegutu,Chegutu West,Chegutu Municipality,5,St Francis Secondary School,3201CHM0502,1,267,0,0,0,0,0,4,0,0,0,0,0,0,190,1,0,2,0,0,1,1,0,8,0,475,467
,,,,,Ward Total,1,376,2,0,0,0,0,4,0,0,0,0,0,0,247,1,0,3,0,0,1,1,1,10,0,647,637
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Chegutu West,Chegutu Municipality,6,Chegutu A Primary School,3201CHM0601,0,318,0,0,0,1,0,1,0,0,0,0,0,0,182,0,1,0,1,0,0,0,1,3,0,508,505
Chegutu,Chegutu West,Chegutu Municipality,6,Chegutu B Primary School,3201CHM0602,0,168,0,0,0,0,0,1,0,0,0,0,0,0,84,0,0,0,0,0,1,1,0,1,0,256,255
Chegutu,Chegutu West,Chegutu Municipality,6,Pfupajena High School,3201CHM0603,1,435,3,1,1,1,1,3,0,0,0,0,0,1,169,1,1,1,0,1,0,0,0,6,0,626,620
,,,,,Ward Total,1,921,3,1,1,2,1,5,0,0,0,0,0,1,435,1,2,1,1,1,1,1,1,10,0,1390,1380
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Chegutu West,Chegutu Municipality,7,Maketa Shopping Centre Tent,3201CHM0701,1,325,1,0,0,0,0,1,1,0,0,0,1,0,155,0,0,0,0,0,0,0,0,5,0,490,485
Chegutu,Chegutu West,Chegutu Municipality,7,MBT Tuckshop Tent,3201CHM0702,1,235,0,0,0,2,2,3,1,1,0,0,0,0,162,1,0,1,0,1,0,0,0,2,0,412,410
Chegutu,Chegutu West,Chegutu Municipality,7,Pentecostal Assembly Tent,3201CHM0703,2,317,4,2,0,1,0,5,0,1,0,0,0,0,204,0,0,1,1,1,1,0,0,10,0,550,540
,,,,,Ward Total,4,877,5,2,0,3,2,9,2,2,0,0,1,0,521,1,0,2,1,2,1,0,0,17,0,1452,1435
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Chegutu West,Chegutu Municipality,8,Pfupajena A Primary School,3201CHM0801,0,187,0,0,0,0,0,2,0,0,0,0,0,0,65,0,0,0,0,1,0,0,0,3,0,258,255
Chegutu,Chegutu West,Chegutu Municipality,8,Pfupajena B Primary School,3201CHM0802,0,357,1,0,0,1,4,3,0,0,1,0,0,0,121,1,0,0,1,0,0,1,0,4,0,495,491
Chegutu,Chegutu West,Chegutu Municipality,8,West End Tent,3201CHM0803,0,150,0,0,0,0,0,1,1,0,0,0,0,0,57,1,0,0,0,1,1,0,0,2,0,214,212
,,,,,Ward Total,0,694,1,0,0,1,4,6,1,0,1,0,0,0,243,2,0,0,1,2,1,1,0,9,0,967,958
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Chegutu West,Chegutu Municipality,9,Hartley 2 A Primary School,3201CHM0901,1,426,2,0,0,0,0,6,0,1,0,0,0,0,146,0,1,0,1,0,1,1,0,8,0,594,586
Chegutu,Chegutu West,Chegutu Municipality,9,Hartley 2 B Primary School,3201CHM0902,1,372,1,0,0,1,0,1,0,0,0,0,0,0,128,0,0,2,0,0,0,0,0,4,0,510,506
Chegutu,Chegutu West,Chegutu Municipality,9,Hartley 2 C Primary School,3201CHM0903,1,127,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,2,0,157,155
Chegutu,Chegutu West,Chegutu Municipality,9,Welfare Youth Centre,3201CHM0904,0,124,0,0,0,0,0,0,0,0,1,0,0,0,68,1,1,0,2,0,0,0,0,1,0,198,197
,,,,,Ward Total,3,1049,3,0,0,1,0,7,0,1,1,0,0,0,368,1,2,2,3,0,1,1,1,15,0,1459,1444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Chegutu West,Chegutu Municipality,10,Chegutu A High School,3201CHM1001,0,204,0,0,0,0,0,1,0,0,0,0,0,0,91,0,0,0,1,0,0,0,0,3,0,300,297
Chegutu,Chegutu West,Chegutu Municipality,10,Chinengundu A Primary School,3201CHM1003 A,0,270,1,0,1,0,0,0,0,0,1,0,0,0,147,1,0,0,0,0,0,0,1,1,0,423,422
Chegutu,Chegutu West,Chegutu Municipality,10,Chinengundu A Primary School,3201CHM1003 B,1,290,2,0,0,0,0,2,0,0,0,0,0,0,129,0,0,1,4,0,0,1,2,1,0,433,432
Chegutu,Chegutu West,Chegutu Municipality,10,Chinengundu B Primary School,3201CHM1004,0,227,0,0,0,1,0,1,0,0,0,0,0,0,148,0,0,0,1,0,0,0,0,2,0,380,378
,,,,,Ward Total,1,991,3,0,1,1,0,4,0,0,1,0,0,0,515,1,0,1,6,0,0,1,3,7,0,1536,1529
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Chegutu West,Chegutu Municipality,11,Kaguvi A Primary School,3201CHM1101,0,322,2,0,0,0,0,0,0,0,1,0,0,0,166,3,0,0,1,1,0,0,0,3,0,499,496
Chegutu,Chegutu West,Chegutu Municipality,11,Kaguvi B Primary School,3201CHM1102,0,245,0,0,0,0,0,0,0,0,0,0,0,0,93,1,0,0,2,0,1,0,0,7,0,349,342
Chegutu,Chegutu West,Chegutu Municipality,11,Kaguvi C Primary School,3201CHM1103,0,339,0,0,1,1,0,1,0,1,0,0,0,0,177,0,1,0,1,1,0,0,0,4,0,527,523
Chegutu,Chegutu West,Chegutu Municipality,11,Nyangani Shopping Centre Tent,3201CHM1104 A,0,395,1,0,0,0,0,4,0,0,1,0,0,0,164,1,0,0,1,1,0,0,0,3,0,571,568
Chegutu,Chegutu West,Chegutu Municipality,11,Nyangani Shopping Centre Tent,3201CHM1104 B,0,418,0,0,0,0,0,1,0,0,0,0,1,0,173,0,0,0,1,0,0,0,1,1,0,596,595
,,,,,Ward Total,0,1719,3,0,1,1,0,6,0,1,2,0,1,0,773,5,1,0,6,3,1,0,1,18,0,2542,2524
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Chegutu West,Chegutu Municipality,12,Our Lady of Sorrows A Primary School,3201CHM1201,2,572,0,0,0,0,0,6,0,0,1,0,0,0,208,2,0,3,3,0,0,0,0,8,0,805,797
Chegutu,Chegutu West,Chegutu Municipality,12,Our Lady of Sorrows B Primary School,3201CHM1202,0,433,0,0,0,0,0,1,0,0,1,0,0,0,183,0,0,0,0,0,0,0,1,7,0,626,619
Chegutu,Chegutu West,Chegutu Municipality,12,MJ Shopping Centre Tent,3201CHM1203 A,0,367,0,0,0,1,1,4,0,0,1,0,0,0,147,0,1,2,1,0,1,1,0,1,0,528,527
Chegutu,Chegutu West,Chegutu Municipality,12,MJ Shopping Centre Tent,3201CHM1203 B,1,350,1,0,0,0,2,0,0,0,0,0,0,0,167,2,0,0,0,0,0,0,0,5,0,528,523
Chegutu,Chegutu West,Chegutu Municipality,12,Mataka Shopping Centre Tent,3201CHM1204 A,0,478,1,0,0,0,0,3,0,1,0,0,0,1,200,2,0,1,0,0,1,0,1,16,0,705,689
Chegutu,Chegutu West,Chegutu Municipality,12,Mataka Shopping Centre Tent,3201CHM1204 B,0,471,1,0,2,0,1,5,1,0,0,0,0,0,224,2,0,0,1,1,0,1,0,10,0,720,710
Chegutu,Chegutu West,Chegutu Municipality,12,Proposed Primary school Site (Stand 29326 Tent,3201CHM1205,0,152,1,0,0,0,0,1,0,0,0,0,0,0,0,57,0,1,0,0,0,0,0,3,0,215,212
,,,,,Ward Total,3,2823,4,0,2,1,4,20,1,1,3,0,0,1,1129,65,1,7,5,1,2,2,2,50,0,4127,4077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Chegutu West,Chegutu RDC,24,Brunswick Clinic,3200CHE2401,6,176,2,0,0,1,3,4,1,0,0,0,1,1,413,0,0,1,1,2,1,2,0,17,0,632,615
Chegutu,Chegutu West,Chegutu RDC,24,Bosbury Primary School,3200CHE2402,1,45,0,0,0,0,1,2,0,1,0,0,0,0,266,0,0,0,0,1,1,0,1,7,0,326,319
Chegutu,Chegutu West,Chegutu RDC,24,Maridadi Primary School,3200CHE2403,3,134,1,1,2,1,3,2,0,0,2,0,0,3,363,2,0,0,0,1,0,1,1,9,0,529,520
Chegutu,Chegutu West,Chegutu RDC,24,Rogate Primary School,3200CHE2404,1,109,1,0,1,2,1,4,1,0,0,0,0,0,592,0,0,2,1,0,1,0,1,13,1,730,717
Chegutu,Chegutu West,Chegutu RDC,24,Suri Suri Tent,3200CHE2405,3,332,2,0,0,1,2,5,0,0,0,0,1,1,341,3,0,0,1,1,0,0,0,4,0,697,693
,,,,,Ward Total,14,796,6,1,3,5,10,17,2,1,2,0,2,5,1975,5,0,3,3,5,3,3,3,50,1,2914,2864
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Chegutu West,Chegutu RDC,25,Laforte Primary School,3200CHE2501,1,101,0,0,1,1,2,2,2,0,0,1,0,0,493,0,0,1,1,1,0,0,0,5,0,612,607
Chegutu,Chegutu West,Chegutu RDC,25,Oldham Estate Tent,3200CHE2502,1,49,0,0,0,0,0,1,0,0,0,0,0,0,191,0,0,0,0,0,0,1,1,0,0,244,244
Chegutu,Chegutu West,Chegutu RDC,25,Pickstone Primary School,3200CHE2503,0,135,1,0,1,0,0,4,2,0,0,0,1,0,339,0,1,0,0,0,0,0,1,5,0,490,485
Chegutu,Chegutu West,Chegutu RDC,25,Tiverton Primary School,3200CHE2504 A,4,61,2,1,2,0,0,2,0,1,0,0,0,0,436,0,0,0,0,0,1,1,1,15,0,527,512
Chegutu,Chegutu West,Chegutu RDC,25,Tiverton Primary School,3200CHE2504 B,3,56,2,0,1,1,3,2,0,0,2,0,0,1,441,2,1,0,2,0,1,0,0,6,0,524,518
,,,,,Ward Total,9,402,5,1,5,2,5,11,4,1,2,1,1,1,1900,2,2,1,3,1,2,2,3,31,0,2397,2366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Chegutu West,Chegutu RDC,28,Borden Primary School,3200CHE2801,0,46,0,0,0,0,0,0,0,0,1,0,0,0,184,0,0,0,0,0,0,0,0,5,0,236,231
Chegutu,Chegutu West,Chegutu RDC,28,Bryden Primary School,3200CHE2802,1,74,0,0,0,1,0,2,0,0,0,0,0,0,115,1,0,0,0,0,0,0,1,6,0,201,195
Chegutu,Chegutu West,Chegutu RDC,28,Crema Farm Tent,3200CHE2803,0,147,0,1,0,0,0,4,0,1,0,0,0,0,294,1,0,1,2,0,0,1,0,16,0,468,452
Chegutu,Chegutu West,Chegutu RDC,28,The Grange Farm Tent,3200CHE2804,0,77,2,0,0,0,0,0,1,0,0,0,0,0,175,0,0,0,2,0,1,0,0,7,0,265,258
Chegutu,Chegutu West,Chegutu RDC,28,Zvamaida Primary School,3200CHE2805,0,40,0,0,0,1,0,2,0,0,0,1,0,2,122,0,0,0,1,0,0,0,0,4,0,173,169
,,,,,Ward Total,1,384,2,1,0,2,0,8,1,1,1,1,0,2,890,2,0,1,5,0,1,1,1,38,0,1343,1305
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CONSTITUENCY TOTAL,44,14019,39,6,14,21,26,107,11,9,19,2,6,12,10517,94,8,23,43,19,16,15,18,298,1,25386,25088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Mhondoro Mubaira,Chegutu RDC,1,Chibikira Primary School,3200CHE0101,1,128,2,0,0,0,1,5,0,0,0,0,0,0,199,2,0,0,2,0,0,0,0,6,0,346,340
Chegutu,Mhondoro Mubaira,Chegutu RDC,1,Matanha Primary School,3200CHE0102,0,155,2,0,0,0,1,2,1,0,0,1,0,0,127,5,0,0,0,1,0,1,0,4,,300,296
Chegutu,Mhondoro Mubaira,Chegutu RDC,1,Matarutse Primary School,3200CHE0103,4,200,3,1,0,1,2,3,1,0,0,0,0,0,254,1,0,0,3,2,0,0,1,8,,484,476
Chegutu,Mhondoro Mubaira,Chegutu RDC,1,Nyamashesha Primary School,3200CHE0104,6,180,4,0,0,0,0,7,0,1,0,1,0,1,155,5,0,3,0,0,1,2,2,11,,379,368
Chegutu,Mhondoro Mubaira,Chegutu RDC,1,Nyamashesha Secondary School,3200CHE0105,1,79,0,0,0,1,0,2,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,1,,209,208
Chegutu,Mhondoro Mubaira,Chegutu RDC,1,Rukuma Business Centre Tent,3200CHE0106,1,359,1,1,0,0,1,2,2,1,0,0,0,0,263,1,1,1,0,0,1,2,3,15,,655,640
,,,,,Ward Total,13,1101,12,2,0,2,5,21,4,2,0,2,0,1,1123,14,1,4,5,3,2,5,6,45,0,2373,2328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Mhondoro Mubaira,Chegutu RDC,4,Bonda Business Centre Tent,3200CHE0401,0,123,0,0,0,0,0,1,0,0,0,1,0,0,126,1,0,0,0,1,0,0,0,1,0,254,253
Chegutu,Mhondoro Mubaira,Chegutu RDC,4,Chipashu Primary School,3200CHE0402,4,173,0,1,0,0,1,4,0,0,0,0,0,0,251,2,0,0,0,1,0,0,0,4,0,441,437
Chegutu,Mhondoro Mubaira,Chegutu RDC,4,Guvamombe Primary School,3200CHE0403,2,259,6,0,1,0,1,4,0,1,0,1,0,0,167,3,0,1,1,1,1,1,0,13,0,463,450
Chegutu,Mhondoro Mubaira,Chegutu RDC,4,Mashayamombe Primary School,3200CHE0404,4,240,1,0,0,0,3,15,0,1,0,0,0,1,165,2,0,2,0,1,0,1,0,3,0,439,436
Chegutu,Mhondoro Mubaira,Chegutu RDC,4,Nyangweni B Methodist Church,3200CHE0405,1,142,0,0,0,2,0,2,0,0,0,0,0,0,170,1,0,0,0,1,0,1,1,2,0,323,321
Chegutu,Mhondoro Mubaira,Chegutu RDC,4,Nyangweni Primary School,3200CHE0406,3,340,0,1,0,0,1,3,0,0,0,0,1,2,304,0,1,0,4,2,1,1,0,5,0,669,664
Chegutu,Mhondoro Mubaira,Chegutu RDC,4,Rio Tinto Secondary School,3200CHE0407,1,182,0,0,0,0,0,6,0,0,0,0,0,1,87,1,0,0,4,0,0,0,0,3,0,285,282
Chegutu,Mhondoro Mubaira,Chegutu RDC,4,Zibhowa Primary School,3200CHE0408,0,108,1,0,1,1,0,4,0,0,0,0,0,0,65,0,0,1,0,0,1,0,0,2,,184,182
,,,,,Ward Total,15,1567,8,2,2,3,6,39,0,2,0,2,1,4,1335,10,1,4,9,7,3,4,1,33,0,3058,3025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Mhondoro Mubaira,Chegutu RDC,5,Gavaza Primary School,3200CHE0501,1,154,0,0,0,2,0,2,0,0,0,1,0,0,97,1,0,0,0,0,0,1,1,2,0,262,260
Chegutu,Mhondoro Mubaira,Chegutu RDC,5,Goronhi (St Boniface) Primary School,3200CHE0502,1,202,1,0,0,1,1,4,0,0,0,0,0,0,138,0,0,2,1,0,0,1,1,5,0,358,353
Chegutu,Mhondoro Mubaira,Chegutu RDC,5,Kwari Primary School,3200CHE0503,0,94,0,0,0,0,0,3,0,0,0,0,0,0,158,2,0,1,0,0,3,0,0,4,0,265,261
Chegutu,Mhondoro Mubaira,Chegutu RDC,5,Makaure Primary School,3200CHE0504,0,78,1,0,0,1,1,2,0,0,0,0,0,0,61,2,0,0,1,0,0,0,0,3,0,150,147
Chegutu,Mhondoro Mubaira,Chegutu RDC,5,Rukuma Secondary School,3200CHE0505,1,56,0,0,0,0,0,1,0,0,0,0,0,1,50,1,0,0,0,1,0,0,0,3,0,114,111
Chegutu,Mhondoro Mubaira,Chegutu RDC,5,Rwizi Clinic Council Boardroom,3200CHE0506,0,108,1,0,0,0,0,3,0,0,0,1,0,0,64,0,0,0,0,1,0,0,0,0,0,178,178
,,,,,Ward Total,3,692,3,0,0,4,2,15,0,0,0,2,0,1,568,6,0,3,2,2,3,2,2,17,0,1327,1310
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Mhondoro Mubaira,Chegutu RDC,6,Doctor Chikwava Clinic Tent,3200CHE0601,1,105,0,0,0,1,1,6,1,0,0,0,0,1,146,1,0,1,0,1,1,0,1,4,0,271,267
Chegutu,Mhondoro Mubaira,Chegutu RDC,6,Gora Primary School,3200CHE0602,1,153,0,0,0,1,0,4,0,0,0,1,0,0,135,3,0,0,1,0,0,0,1,2,0,302,300
Chegutu,Mhondoro Mubaira,Chegutu RDC,6,Marigumura Primary School,3200CHE0604,3,176,4,0,0,3,2,6,0,0,0,0,0,2,217,3,0,1,1,0,0,1,0,7,0,426,419
,,,,,Ward Total,5,434,4,0,0,5,3,16,1,0,0,1,0,3,498,7,0,2,2,1,1,1,2,13,0,999,986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Mhondoro Mubaira,Chegutu RDC,7,Mukono Primary School,3200CHE0701,2,155,0,0,0,0,0,5,0,0,0,0,0,0,234,1,1,1,1,0,0,0,1,6,0,407,401
Chegutu,Mhondoro Mubaira,Chegutu RDC,7,Nyokandove Primary School,3200CHE0702,0,76,1,0,1,0,1,3,0,0,0,0,0,0,121,2,1,2,0,0,0,0,0,0,0,208,208
Chegutu,Mhondoro Mubaira,Chegutu RDC,7,Nyundo Primary School,3200CHE0703,0,97,2,0,0,0,0,2,0,0,0,1,0,0,175,0,0,0,1,0,0,0,0,5,0,283,278
Chegutu,Mhondoro Mubaira,Chegutu RDC,7,St Peter's Musonza Primary School,3200CHE0704,2,88,2,0,0,1,0,0,0,0,0,0,0,1,153,1,0,0,0,1,1,0,0,5,0,255,250
Chegutu,Mhondoro Mubaira,Chegutu RDC,7,Watyoka Clinic,3200CHE0705,2,145,2,0,0,1,1,0,0,0,0,0,1,0,220,1,0,1,2,0,0,0,0,4,0,380,376
,,,,,Ward Total,6,561,7,0,1,2,2,10,0,0,0,1,1,1,903,5,2,4,4,1,1,0,1,20,0,1533,1513
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Mhondoro Mubaira,Chegutu RDC,8,Chingwere Primary School,3200CHE0801,8,234,2,1,0,5,1,6,0,2,0,1,2,1,439,0,0,1,12,0,0,2,0,10,0,727,717
Chegutu,Mhondoro Mubaira,Chegutu RDC,8,Gonza Primary School,3200CHE0802,3,367,8,0,0,0,1,15,0,0,0,0,0,1,292,8,0,2,3,0,0,2,0,21,0,723,702
Chegutu,Mhondoro Mubaira,Chegutu RDC,8,Mahororo Business Centre Tent,3200CHE0803,1,328,1,0,1,2,0,5,0,0,0,1,0,0,147,2,1,0,1,0,0,1,1,8,0,500,492
Chegutu,Mhondoro Mubaira,Chegutu RDC,8,Mukuvatsine Primary School,3200CHE0804,2,73,0,0,0,0,0,1,0,0,0,0,0,0,151,0,0,2,0,0,0,0,0,1,0,230,229
Chegutu,Mhondoro Mubaira,Chegutu RDC,8,Marisamhuka Primary School,3200CHE0805,1,91,0,1,0,0,0,1,0,0,0,0,0,1,61,0,0,1,1,0,1,0,0,6,0,165,159
Chegutu,Mhondoro Mubaira,Chegutu RDC,8,Mavhudzi Primary School,3200CHE0806,3,107,0,0,0,0,0,0,1,0,0,0,0,1,102,4,0,0,0,0,1,0,0,2,0,221,219
Chegutu,Mhondoro Mubaira,Chegutu RDC,8,Mutimusakwa Primary School,3200CHE0807,3,133,0,0,0,1,0,6,0,1,0,0,0,1,72,0,0,1,0,0,1,0,0,7,0,226,219
Chegutu,Mhondoro Mubaira,Chegutu RDC,8,Sweetman Business Centre Creche Tent,3200CHE0808,6,206,6,0,0,3,0,15,1,1,0,0,0,1,228,4,1,0,7,0,0,0,0,13,0,492,479
,,,,,Ward Total,27,1539,17,2,1,11,2,49,2,4,0,2,2,6,1492,18,2,7,24,0,3,5,1,68,0,3284,3216
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Mhondoro Mubaira,Chegutu RDC,9,Chikowore Primary School,3200CHE0901,6,277,0,0,3,2,1,9,0,1,1,0,2,0,221,4,0,1,1,1,0,1,2,6,0,539,533
Chegutu,Mhondoro Mubaira,Chegutu RDC,9,Gobvu Primary School,3200CHE0902,0,134,0,0,0,1,0,3,0,0,0,0,0,0,84,2,0,0,0,1,0,0,1,3,0,229,226
Chegutu,Mhondoro Mubaira,Chegutu RDC,9,Marowa Primary School,3200CHE0903,0,90,0,0,0,1,0,0,0,0,0,0,0,0,94,3,0,0,0,1,0,1,0,1,0,191,190
Chegutu,Mhondoro Mubaira,Chegutu RDC,9,Mhondoro North Clinic,3200CHE0904,4,181,1,0,0,0,1,2,0,0,0,0,0,0,183,1,0,0,0,0,0,1,0,4,0,378,374
Chegutu,Mhondoro Mubaira,Chegutu RDC,9,Mufuka Primary School,3200CHE0905,2,126,2,0,0,0,2,8,0,0,0,0,0,0,94,1,0,0,0,0,0,1,1,2,0,239,237
Chegutu,Mhondoro Mubaira,Chegutu RDC,9,Mutemasango Business Centre Tent,3200CHE0906,1,199,2,0,0,1,0,3,1,0,0,0,1,0,136,1,0,0,2,0,0,1,0,2,0,350,348
Chegutu,Mhondoro Mubaira,Chegutu RDC,9,Muzhuzha Business Centre Tent,3200CHE0907,1,119,1,0,0,1,0,3,0,0,0,0,0,1,84,0,0,0,2,0,0,0,1,4,0,217,213
,,,,,Ward Total,14,1126,6,0,3,6,4,28,1,1,1,0,3,1,896,12,0,1,5,3,0,5,5,22,0,2143,2121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Mhondoro Mubaira,Chegutu RDC,10,Chimatira Primary School,3200CHE1001,7,236,2,0,1,0,1,9,2,0,0,1,1,2,170,3,1,2,3,2,0,0,0,8,0,451,443
Chegutu,Mhondoro Mubaira,Chegutu RDC,10,Chitemere Primary School,3200CHE1002,1,253,2,0,0,0,1,7,0,1,0,0,2,1,92,2,2,0,3,0,0,1,0,5,0,373,368
Chegutu,Mhondoro Mubaira,Chegutu RDC,10,Chitemere Secondary School,3200CHE1003,4,264,5,0,0,3,0,7,0,0,0,0,1,0,127,3,1,1,0,0,0,0,1,8,0,425,417
Chegutu,Mhondoro Mubaira,Chegutu RDC,10,Hanwa Business Centre Tent,3200CHE1004,0,94,1,0,0,0,0,0,0,0,0,0,1,0,80,1,0,0,1,0,0,0,0,3,0,181,178
Chegutu,Mhondoro Mubaira,Chegutu RDC,10,Machecheche Presbyterian Church,3200CHE1005,3,127,6,0,0,1,0,4,0,2,0,2,0,1,123,2,1,2,5,0,0,0,2,5,0,286,281
Chegutu,Mhondoro Mubaira,Chegutu RDC,10,Masawi Primary School,3200CHE1006,3,172,2,0,1,1,1,4,2,0,1,0,0,0,136,0,0,0,0,0,0,0,0,8,0,331,323
Chegutu,Mhondoro Mubaira,Chegutu RDC,10,Monera Clinic,3200CHE1007,3,149,1,1,0,1,0,1,0,0,0,0,0,3,192,2,0,0,0,0,0,0,0,2,0,355,353
Chegutu,Mhondoro Mubaira,Chegutu RDC,10,Mutukwa Primary School,3200CHE1008,1,189,0,1,0,1,0,11,0,0,0,2,0,0,117,3,1,1,3,3,0,2,0,6,0,341,335
Chegutu,Mhondoro Mubaira,Chegutu RDC,10,Nyamweda Primary School,3200CHE1009,4,208,1,0,0,1,0,8,0,0,0,0,1,2,144,1,0,1,0,0,1,0,1,4,0,377,373
Chegutu,Mhondoro Mubaira,Chegutu RDC,10,Shirichena Primary School,3200CHE1010,0,202,0,1,0,1,2,5,1,0,0,0,0,1,55,1,1,2,1,0,0,2,2,6,0,283,277
,,,,,Ward Total,26,1894,20,3,2,9,5,56,5,3,1,5,6,10,1236,18,7,9,16,5,1,5,6,55,0,3403,3348
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Mhondoro Mubaira,Chegutu RDC,27,Junction Business Centre Tent,3200CHE2701,1,136,0,0,0,0,0,1,0,0,0,0,0,0,132,1,0,2,0,0,1,0,0,5,,279,274
Chegutu,Mhondoro Mubaira,Chegutu RDC,27,Kawara Primary School,3200CHE2702,6,110,0,0,0,1,0,4,0,1,0,0,0,1,212,0,0,1,0,0,0,0,0,6,,342,336
Chegutu,Mhondoro Mubaira,Chegutu RDC,27,Madzongwe Primary School,3200CHE2703,0,125,1,0,1,0,0,2,1,0,2,0,0,1,168,0,0,1,0,0,0,0,1,3,,306,303
Chegutu,Mhondoro Mubaira,Chegutu RDC,27,Muzavazi Primary School,3200CHE2704,0,180,1,1,0,1,0,6,2,0,1,0,0,0,231,0,0,1,12,1,0,0,2,4,,443,439
,,,,,Ward Total,7,551,2,1,1,2,0,13,3,1,3,0,0,2,743,1,0,5,12,1,1,0,3,18,0,1370,1352
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CONSTITUENCY TOTAL,116,9465,79,10,10,44,29,247,16,13,5,15,13,29,8794,91,13,39,79,23,15,27,27,291,0,19490,19199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chegutu,Norton,Chegutu RDC,13,Jenkinstown Primary School,3200CHE1301,1,111,2,0,0,2,1,4,0,0,0,0,0,1,312,11,1,2,1,0,0,1,1,8,0,459,451
Chegutu,Norton,Chegutu RDC,13,Makwiro Primary School,3200CHE1302,0,66,0,0,0,0,0,0,1,0,1,0,0,0,87,1,0,0,0,0,0,1,0,1,0,158,157
Chegutu,Norton,Chegutu RDC,13,Northwood Primary School,3200CHE1303,1,82,0,0,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,0,0,3,0,153,150
Chegutu,Norton,Chegutu RDC,13,Saruwe Primary School,3200CHE1304,2,326,2,0,0,0,0,0,0,0,0,0,0,1,205,3,0,1,0,0,0,0,0,11,0,551,540
Chegutu,Norton,Chegutu RDC,13,St Bernards Primary School,3200CHE1305,0,60,0,0,0,0,0,0,0,0,0,0,0,1,78,1,0,0,0,0,0,0,0,0,0,140,140
,,,,,Ward Total,4,645,4,0,0,2,1,4,1,0,1,0,0,3,748,17,1,3,1,0,0,2,1,23,0,1461,1438
